BPM,ENERGY,DANCE,LOUD,VALENCE,LENS,ACOUSTIC,STAT
92,14,67,-15,13,104,92,2
92,32,66,-14,11,128,76,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,20,71,-11,31,146,16,2
92,43,52,-10,10,239,1,1
92,46,61,-14,81,244,71,1
92,74,70,-7,20,302,7,1
92,29,77,-17,51,299,3,1
92,94,67,-10,78,283,0,1
92,73,67,-7,89,253,23,1
92,95,66,-5,52,229,13,1
92,85,68,-11,93,391,23,1
92,9,42,-19,46,243,91,1
92,28,70,-15,45,269,68,1
92,71,56,-5,39,225,0,1
92,38,59,-12,45,279,27,1
92,13,63,-15,24,334,47,1
92,36,41,-13,27,285,83,1
92,81,70,-5,58,290,36,1
92,80,53,-8,94,269,0,1
92,42,81,-15,84,157,75,1
92,69,76,-5,73,297,3,1
92,84,41,-6,39,242,3,1
92,57,62,-8,34,243,10,1
91,45,65,-11,25,146,78,2
91,32,76,-7,57,189,84,1
91,94,62,-3,88,269,2,1
91,82,53,-5,47,248,7,1
91,37,75,-10,47,287,27,1
91,47,53,-9,12,294,28,1
91,42,44,-9,45,287,9,1
91,73,49,-6,43,366,0,1
91,38,25,-14,51,213,14,1
91,46,55,-9,54,325,34,1
91,61,74,-11,89,221,9,1
91,63,67,-12,86,245,1,1
91,59,56,-10,48,284,28,1
90,27,60,-20,27,193,90,2
90,5,78,-19,17,153,74,2
90,37,67,-16,28,107,86,2
90,20,71,-17,35,197,62,2
90,28,73,-11,9,262,91,2
90,22,70,-17,18,151,83,2
90,27,56,-16,12,141,87,2
90,25,76,-19,7,150,93,2
90,47,79,-8,24,160,71,2
90,25,55,-19,19,107,63,2
90,17,85,-15,34,96,83,2
90,28,82,-13,8,107,80,2
90,17,65,-16,5,197,71,2
90,26,36,-8,10,131,76,2
90,42,67,-8,12,142,94,2
90,37,65,-15,69,107,43,2
90,29,71,-9,54,120,94,2
90,25,80,-10,70,173,15,2
90,31,91,-11,52,141,73,2
90,16,79,-13,35,85,83,2
90,53,82,-7,33,109,83,2
90,23,79,-9,46,87,94,2
90,20,64,-21,16,158,93,2
90,20,69,-19,19,150,71,2
90,37,87,-12,15,129,82,2
90,41,81,-12,33,85,36,2
90,26,65,-16,14,132,88,2
90,23,74,-13,45,149,24,2
90,36,70,-11,16,107,50,2
90,26,48,-16,14,107,46,2
90,28,75,-20,59,88,17,2
90,66,84,-7,79,129,27,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,33,76,-12,5,149,76,2
90,32,52,-13,11,113,16,2
90,35,65,-11,19,107,15,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,35,65,-11,19,107,15,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,35,65,-11,19,107,15,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,35,65,-11,19,107,15,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,35,65,-11,19,107,15,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,32,52,-13,11,113,16,2
90,20,82,-12,49,107,42,2
90,17,45,-19,21,107,61,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,30,61,-13,46,107,72,2
90,34,73,-10,25,107,40,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,29,75,-11,13,107,70,2
90,42,81,-14,12,109,26,2
90,23,75,-14,17,149,61,2
90,25,74,-15,19,132,78,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,14,51,-18,57,75,82,2
90,31,60,-10,12,85,52,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,29,62,-13,45,64,71,2
90,26,59,-12,15,129,24,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,21,66,-16,9,107,73,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,38,85,-9,13,91,1,2
90,16,63,-11,19,181,69,2
90,44,64,-8,18,141,7,2
90,34,56,-11,65,131,46,2
90,27,80,-11,62,86,74,2
90,26,57,-13,37,174,83,2
90,39,52,-7,24,208,54,1
90,40,73,-9,55,196,8,1
90,74,49,-5,36,259,26,1
90,24,59,-11,26,221,91,1
90,90,41,-12,42,334,5,1
90,39,53,-8,16,217,65,1
90,71,51,-3,43,175,19,1
90,75,42,-10,79,146,20,1
90,26,43,-13,27,259,95,1
90,91,86,-6,73,284,21,1
90,52,63,-6,43,249,11,1
90,38,42,-13,52,182,73,1
90,82,29,-7,24,275,1,1
90,43,39,-9,43,326,24,1
90,47,37,-15,5,335,54,1
90,82,40,-7,10,231,0,1
90,100,28,-4,10,291,0,1
90,40,62,-10,35,254,9,1
90,21,12,-11,5,223,84,1
90,90,47,-7,21,325,11,1
90,26,25,-11,20,159,96,1
90,55,50,-13,45,244,45,1
90,25,52,-10,14,222,22,1
89,25,52,-16,6,141,61,2
89,23,83,-12,45,141,48,2
89,26,82,-12,15,132,94,2
89,32,81,-12,53,81,64,2
89,83,47,-4,66,314,3,1
89,72,60,-5,55,216,8,1
89,65,87,-5,67,305,30,1
89,47,86,-9,84,184,0,1
89,45,62,-14,87,156,59,1
89,76,36,-8,17,564,1,1
89,85,63,-6,43,325,0,1
89,27,40,-17,49,167,72,1
89,25,53,-15,24,276,71,1
89,65,62,-9,63,330,6,1
89,64,57,-9,61,271,24,1
89,26,52,-17,49,170,82,1
89,34,71,-7,49,241,79,1
88,17,63,-17,26,153,89,2
88,57,54,-11,66,158,82,2
88,17,65,-9,47,196,46,2
88,51,64,-11,46,110,44,2
88,36,79,-12,24,87,79,2
88,45,68,-8,27,126,14,2
88,28,79,-12,29,87,25,2
88,20,73,-12,62,186,88,1
88,38,42,-12,35,257,7,1
88,63,53,-13,75,228,6,1
88,87,25,-4,13,268,5,1
88,69,43,-8,52,203,6,1
87,10,73,-23,42,132,87,2
87,23,84,-9,76,136,70,2
87,32,64,-9,18,136,23,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,16,59,-20,14,77,66,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,30,60,-8,34,133,49,2
87,35,27,-9,33,180,55,1
87,65,66,-4,37,203,12,1
87,66,63,-9,75,343,12,1
87,35,39,-7,44,142,86,1
87,55,27,-10,43,386,4,1
87,33,52,-14,12,267,58,1
87,11,70,-15,52,108,94,1
87,57,60,-8,49,361,44,1
87,78,36,-8,58,236,1,1
87,65,61,-8,79,259,23,1
87,40,14,-9,4,295,58,1
86,64,73,-8,30,142,9,2
86,30,73,-13,7,152,75,2
86,31,70,-11,47,157,28,2
86,52,65,-11,5,119,51,2
86,12,66,-19,26,169,68,2
86,37,82,-14,53,137,31,2
86,46,51,-7,24,145,83,2
86,12,74,-14,25,128,92,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,41,52,-14,26,92,19,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,30,51,-18,13,112,84,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,50,69,-11,24,72,82,2
86,58,54,-5,34,328,11,1
86,28,32,-9,18,248,47,1
86,41,21,-10,16,306,17,1
86,52,61,-10,80,206,37,1
86,42,30,-9,33,262,22,1
86,68,87,-6,82,268,4,1
86,22,43,-9,40,230,95,1
86,51,71,-9,52,270,58,1
86,62,32,-10,47,449,64,1
86,22,54,-18,31,189,74,1
85,28,61,-12,24,66,97,2
85,7,72,-20,15,138,85,2
85,9,52,-22,19,115,98,2
85,4,78,-19,27,174,29,2
85,55,82,-14,28,188,42,2
85,4,68,-13,65,119,96,2
85,15,64,-15,27,104,26,2
85,21,67,-12,59,107,84,2
85,40,59,-13,21,127,92,2
85,22,61,-15,44,92,49,2
85,83,71,-9,76,161,57,2
85,9,67,-23,35,146,62,2
85,15,68,-12,59,181,68,2
85,37,44,-15,19,130,92,2
85,26,83,-19,34,80,64,2
85,59,74,-9,55,116,95,2
85,56,86,-6,25,93,17,2
85,26,75,-11,13,138,85,2
85,21,62,-17,10,85,90,2
85,27,73,-13,32,90,91,2
85,49,70,-15,90,128,78,2
85,31,57,-11,6,130,54,2
85,43,67,-14,68,119,94,2
85,31,66,-15,13,136,51,2
85,50,69,-8,50,113,3,2
85,26,63,-12,25,89,44,2
85,28,74,-16,71,211,92,2
85,29,74,-15,10,93,44,2
85,9,76,-16,18,171,65,2
85,56,87,-10,20,68,57,2
85,56,87,-10,20,68,57,2
85,56,87,-10,20,68,57,2
85,27,80,-12,31,136,53,2
85,56,87,-10,20,68,57,2
85,56,87,-10,20,68,57,2
85,56,87,-10,20,68,57,2
85,56,87,-10,20,68,57,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,21,67,-10,28,113,24,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,28,72,-12,25,97,44,2
85,19,75,-11,44,68,77,2
85,9,72,-17,71,68,91,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,17,69,-17,26,90,81,2
85,25,70,-8,23,92,46,2
85,36,66,-13,17,120,37,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,22,64,-10,5,113,89,2
85,13,89,-12,38,104,83,2
85,33,76,-13,55,68,86,2
85,32,80,-14,18,96,53,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,42,90,-14,56,68,80,2
85,18,65,-16,33,68,78,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,28,74,-11,44,62,43,2
85,45,69,-12,43,184,26,2
85,31,64,-15,45,163,86,2
85,53,55,-8,41,272,19,1
85,35,56,-13,46,264,6,1
85,43,67,-10,34,190,12,1
85,94,44,-3,78,182,0,1
85,29,64,-10,41,258,67,1
85,87,42,-4,63,203,7,1
85,48,20,-5,17,269,47,1
85,56,40,-11,65,276,8,1
85,76,37,-9,64,302,22,1
85,32,52,-11,27,212,70,1
85,40,52,-13,63,221,21,1
84,19,70,-15,61,,91,2
84,13,56,-20,9,163,83,2
84,23,70,-18,16,161,41,2
84,21,77,-13,64,181,39,2
84,25,78,-15,8,138,65,2
84,56,62,-8,57,127,84,2
84,24,48,-15,33,167,52,2
84,25,78,-13,25,142,86,2
84,15,70,-12,7,103,54,2
84,52,75,-8,39,143,19,2
84,22,85,-13,59,208,4,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,23,68,-12,32,114,91,2
84,48,44,-10,13,186,89,2
84,42,42,-6,18,173,59,1
84,90,57,-8,88,225,2,1
84,45,62,-13,57,256,21,1
84,20,59,-11,17,255,90,1
84,37,54,-10,24,279,69,1
84,54,77,-7,32,280,37,1
84,56,53,-8,38,327,70,1
84,79,10,-4,18,277,0,1
84,48,50,-8,47,190,48,1
83,15,74,-13,31,130,90,2
83,40,63,-8,18,191,90,2
83,23,71,-15,11,183,81,2
83,39,66,-9,66,93,38,2
83,21,81,-15,39,81,87,2
83,50,45,-9,14,157,76,2
83,27,61,-15,22,117,86,2
83,23,43,-14,8,98,53,2
83,24,71,-18,30,139,69,2
83,36,70,-10,41,122,73,2
83,25,66,-15,6,185,52,2
83,28,62,-12,26,121,95,2
83,28,60,-13,22,170,77,2
83,17,77,-9,55,67,72,2
83,27,65,-17,43,177,92,2
83,33,51,-15,47,177,73,2
83,45,60,-10,80,265,37,1
83,25,42,-14,21,219,84,1
83,43,48,-6,61,157,69,1
83,42,47,-10,50,239,52,1
83,69,31,-7,18,278,41,1
83,18,30,-11,9,160,85,1
83,75,39,-7,27,215,78,1
83,67,43,-6,61,181,6,1
83,63,41,-7,44,220,51,1
82,21,74,-10,34,148,57,2
82,23,64,-11,47,122,36,2
82,23,58,-13,7,138,95,2
82,52,68,-8,24,138,37,2
82,18,77,-15,8,82,77,2
82,16,71,-15,12,149,59,2
82,17,61,-17,58,122,53,2
82,30,71,-12,42,121,83,2
82,9,55,-25,8,142,77,2
82,3,72,-14,36,130,13,2
82,18,68,-18,79,202,88,2
82,31,74,-11,27,163,86,2
82,28,55,-15,7,195,92,2
82,39,67,-7,10,149,70,2
82,7,76,-14,61,100,77,2
82,30,68,-11,32,125,85,2
82,16,52,-11,23,110,83,2
82,43,45,-14,58,94,95,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,31,72,-9,43,100,40,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,29,57,-16,7,70,47,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,27,62,-9,7,105,54,2
82,34,79,-12,55,94,91,2
82,43,54,-13,85,105,19,2
82,90,58,-3,68,191,19,1
82,34,34,-12,20,483,58,1
82,57,62,-12,90,231,27,1
82,48,68,-10,45,209,63,1
82,77,56,-10,43,261,12,1
82,42,44,-17,55,237,1,1
82,28,52,-18,41,230,6,1
82,20,32,-21,29,236,91,1
82,25,53,-16,34,197,52,1
82,47,41,-7,39,210,56,1
82,40,65,-15,86,237,48,1
82,52,43,-9,56,216,80,1
82,45,51,-7,33,230,36,1
82,38,68,-10,23,337,42,1
81,40,61,-11,62,140,80,2
81,31,66,-10,12,121,89,2
81,29,53,-14,40,96,38,2
81,31,37,-14,28,214,84,2
81,41,79,-10,46,145,25,2
81,22,55,-16,31,77,85,2
81,25,62,-16,70,133,95,2
81,21,72,-17,33,124,93,2
81,6,79,-15,82,222,81,2
81,18,59,-19,22,115,95,2
81,25,88,-9,58,146,35,2
81,28,79,-14,72,96,0,2
81,30,59,-18,7,169,91,2
81,27,69,-21,69,143,77,2
81,47,48,-10,42,305,19,1
81,64,55,-10,61,230,0,1
81,71,45,-10,77,267,23,1
81,86,44,-8,75,295,40,1
81,65,52,-7,72,259,34,1
81,50,69,-7,47,122,68,1
81,54,48,-11,58,508,49,1
81,42,15,-12,17,273,43,1
81,49,53,-8,10,384,54,1
81,65,50,-7,57,273,22,1
81,35,48,-10,71,120,78,1
81,24,54,-17,57,167,69,1
81,90,39,-7,20,255,4,1
81,25,39,-11,20,177,79,1
81,56,37,-11,42,224,75,1
81,62,63,-11,42,355,34,1
81,61,58,-10,46,278,16,1
80,56,64,-7,52,100,20,2
80,15,87,-12,89,108,50,2
80,20,62,-15,25,156,95,2
80,1,76,-22,21,180,54,2
80,9,44,-23,6,120,94,2
80,6,52,-25,9,132,97,2
80,8,77,-13,25,120,59,2
80,33,46,-14,8,115,60,2
80,21,61,-16,6,183,91,2
80,25,75,-14,56,158,90,2
80,20,74,-17,16,120,84,2
80,20,43,-14,17,147,41,2
80,14,65,-15,10,147,86,2
80,14,67,-12,13,114,62,2
80,29,75,-12,57,180,46,2
80,36,61,-14,48,119,86,2
80,13,75,-15,33,122,93,2
80,5,67,-14,10,115,95,2
80,46,67,-8,41,123,82,2
80,37,61,-11,9,144,87,2
80,31,70,-14,31,168,94,2
80,31,60,-12,34,161,71,2
80,21,74,-19,31,96,54,2
80,13,70,-19,6,96,72,2
80,35,65,-18,65,107,11,2
80,14,65,-17,37,186,87,2
80,41,59,-12,51,102,70,2
80,23,66,-9,31,108,98,2
80,44,50,-11,23,148,73,2
80,21,63,-17,6,146,91,2
80,6,63,-21,8,172,88,2
80,42,51,-17,48,84,92,2
80,33,77,-10,42,170,66,2
80,40,63,-11,16,120,65,2
80,4,80,-15,39,99,98,2
80,29,60,-16,11,144,87,2
80,32,63,-12,17,139,90,2
80,35,83,-8,20,122,44,2
80,28,63,-13,10,84,97,2
80,28,68,-11,26,135,74,2
80,50,58,-10,13,90,61,2
80,31,76,-8,47,153,48,2
80,8,66,-5,53,157,90,2
80,28,63,-13,10,84,97,2
80,57,68,-8,6,111,46,2
80,18,53,-23,32,79,92,2
80,21,74,-11,35,132,93,2
80,30,66,-16,38,88,42,2
80,34,73,-11,18,162,63,2
80,46,66,-10,20,108,92,2
80,19,55,-17,16,168,44,2
80,32,59,-14,12,96,87,2
80,23,64,-17,25,98,82,2
80,21,82,-16,82,132,69,2
80,44,88,-8,44,122,82,2
80,21,57,-14,36,138,78,2
80,26,66,-11,29,84,6,2
80,39,84,-13,56,81,15,2
80,19,71,-15,44,130,83,2
80,37,68,-15,43,118,27,2
80,13,70,-16,22,123,94,2
80,22,59,-16,10,159,86,2
80,39,54,-12,14,158,96,2
80,29,82,-12,32,125,94,2
80,38,61,-14,59,207,69,2
80,43,54,-12,45,185,46,2
80,21,62,-10,12,122,71,2
80,36,58,-10,44,108,51,2
80,39,69,-8,15,175,55,2
80,19,62,-12,46,110,82,2
80,43,73,-9,59,108,88,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,22,79,-13,14,135,84,2
80,15,73,-15,10,96,70,2
80,36,62,-12,23,144,11,2
80,32,82,-13,24,144,63,2
80,36,62,-12,23,144,11,2
80,15,73,-15,10,96,70,2
80,36,62,-12,23,144,11,2
80,32,82,-13,24,144,63,2
80,15,73,-15,10,96,70,2
80,36,62,-12,23,144,11,2
80,32,82,-13,24,144,63,2
80,15,73,-15,10,96,70,2
80,32,82,-13,24,144,63,2
80,36,62,-12,23,144,11,2
80,15,73,-15,10,96,70,2
80,32,82,-13,24,144,63,2
80,36,62,-12,23,144,11,2
80,15,73,-15,10,96,70,2
80,32,82,-13,24,144,63,2
80,15,73,-15,10,96,70,2
80,36,62,-12,23,144,11,2
80,32,82,-13,24,144,63,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,22,64,-11,14,120,30,2
80,18,82,-13,25,72,35,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,19,74,-13,30,144,41,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,17,52,-18,39,72,46,2
80,24,68,-14,13,126,79,2
80,13,81,-18,13,120,73,2
80,25,86,-11,46,96,41,2
80,14,74,-12,12,96,83,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,31,60,-12,12,72,68,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,24,75,-13,15,72,14,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,27,74,-13,34,144,34,2
80,77,62,-9,58,96,56,2
80,21,67,-13,12,126,66,2
80,43,69,-14,28,144,17,2
80,28,72,-14,52,138,61,2
80,38,55,-16,5,138,68,2
80,17,65,-17,36,144,76,2
80,64,29,-9,23,536,2,1
80,51,65,-10,39,241,7,1
80,97,73,-2,97,235,10,1
80,72,51,-6,47,262,27,1
80,42,48,-11,51,125,46,1
80,77,78,-4,51,404,4,1
80,78,53,-6,96,167,71,1
80,21,15,-14,26,293,82,1
80,45,31,-6,21,250,95,1
80,66,55,-7,52,244,39,1
80,47,62,-6,33,211,31,1
80,50,50,-11,34,201,35,1
80,9,46,-15,31,282,97,1
80,14,22,-15,13,267,86,1
80,48,59,-9,49,324,39,1
80,29,26,-10,25,198,14,1
80,33,49,-12,14,233,1,1
80,81,37,-6,65,209,3,1
79,60,67,-10,81,131,85,2
79,31,81,-11,23,155,31,2
79,28,57,-18,8,173,13,2
79,8,74,-15,4,144,80,2
79,19,55,-21,8,249,85,2
79,18,51,-14,8,146,93,2
79,13,82,-11,45,122,64,2
79,11,63,-25,14,140,89,2
79,29,64,-15,14,155,43,2
79,38,78,-11,32,123,83,2
79,40,77,-12,51,112,69,2
79,25,78,-12,37,174,5,2
79,42,54,-10,25,126,82,2
79,31,73,-13,6,197,87,2
79,45,78,-6,59,282,47,1
79,64,47,-6,50,260,15,1
79,27,19,-9,10,263,86,1
79,33,40,-9,55,174,86,1
79,36,53,-7,40,238,53,1
79,60,51,-9,40,265,44,1
79,18,33,-12,26,217,94,1
79,60,56,-7,44,210,18,1
79,44,22,-9,13,419,50,1
78,11,65,-16,19,87,97,2
78,19,53,-16,33,157,98,2
78,14,68,-11,8,148,96,2
78,25,64,-14,17,176,73,2
78,48,53,-8,49,137,52,2
78,51,40,-9,19,123,90,2
78,27,66,-13,22,136,91,2
78,34,78,-17,66,80,98,2
78,38,51,-7,18,160,63,2
78,33,74,-11,37,128,44,2
78,34,58,-14,10,197,47,2
78,22,57,-15,9,128,61,2
78,11,61,-17,15,123,96,2
78,28,82,-9,40,123,72,2
