BPM,ENERGY,DANCE,LOUD,VALENCE,LENS,ACOUSTIC,STAT
127,31,79,-13,82,134,68,2
127,93,42,-4,29,210,0,1
127,77,53,-6,76,210,0,1
127,90,73,-4,76,236,0,1
127,79,48,-6,79,323,0,1
127,37,47,-13,17,382,15,1
127,79,77,-10,96,266,2,1
127,60,62,-9,96,179,72,1
127,62,39,-8,34,221,21,1
127,82,89,-5,96,239,23,1
127,72,68,-6,57,214,8,1
127,33,79,-13,53,231,60,1
127,86,54,-6,29,299,25,1
127,63,43,-12,74,220,3,1
127,81,56,-6,64,233,1,1
127,92,63,-5,36,290,12,1
127,56,61,-6,24,297,18,1
127,49,73,-14,80,222,30,1
127,41,71,-7,53,211,35,1
127,79,46,-7,52,295,55,1
127,60,62,-9,86,217,1,1
127,54,38,-5,19,276,2,1
127,35,53,-15,73,193,12,1
127,39,74,-17,59,382,38,1
127,79,43,-5,51,218,32,1
127,58,79,-10,26,527,18,1
127,78,71,-7,91,309,12,1
127,66,66,-10,84,225,12,1
127,90,56,-6,80,267,12,1
126,35,72,-14,22,128,29,2
126,21,65,-15,4,145,67,2
126,26,62,-15,16,154,58,2
126,32,77,-14,45,217,84,2
126,45,72,-12,19,154,62,2
126,83,69,-7,98,215,17,1
126,86,67,-5,80,268,18,1
126,69,64,-16,46,275,21,1
126,99,73,-5,84,353,1,1
126,80,63,-8,87,232,20,1
126,49,51,-10,65,180,26,1
126,79,60,-4,30,245,7,1
126,72,49,-10,29,338,1,1
126,34,47,-8,24,165,86,1
126,76,65,-8,61,295,1,1
126,67,51,-5,36,328,29,1
126,75,57,-5,90,180,40,1
126,81,64,-6,72,177,8,1
126,83,60,-7,35,339,3,1
126,73,70,-12,95,255,15,1
126,95,51,-5,63,324,0,1
126,32,65,-11,28,233,66,1
126,31,45,-8,37,250,98,1
126,28,55,-11,30,445,47,1
125,18,47,-13,4,81,43,2
125,78,78,-4,67,204,6,1
125,71,69,-7,88,217,23,1
125,78,55,-5,46,255,3,1
125,64,55,-7,15,268,1,1
125,88,60,-6,58,468,0,1
125,59,46,-9,24,284,0,1
125,85,48,-9,94,155,64,1
125,95,45,-5,62,356,9,1
125,63,39,-7,72,153,72,1
125,73,41,-6,44,430,37,1
125,60,48,-9,67,313,8,1
125,80,74,-6,89,269,18,1
125,91,45,-4,81,226,3,1
125,88,56,-3,51,317,0,1
125,54,68,-10,96,357,22,1
125,41,67,-8,50,238,84,1
125,39,48,-11,52,269,37,1
125,92,64,-6,72,234,0,1
125,47,60,-8,49,211,10,1
125,67,42,-7,34,351,61,1
125,15,59,-17,11,333,85,1
125,53,68,-13,35,266,42,1
125,76,84,-5,60,251,6,1
125,69,63,-10,89,218,12,1
125,68,46,-9,68,304,25,1
125,77,65,-8,40,252,0,1
125,6,41,-22,18,240,67,1
124,19,75,-21,58,137,82,2
124,32,73,-13,6,156,99,2
124,13,71,-19,30,143,96,2
124,56,53,-11,7,130,71,2
124,43,79,-12,35,116,39,2
124,86,79,-3,59,215,4,1
124,78,53,-6,64,247,0,1
124,69,83,-8,85,216,33,1
124,33,76,-10,24,246,73,1
124,46,74,-8,32,232,1,1
124,54,47,-10,78,383,2,1
124,46,93,-9,76,256,14,1
124,56,80,-10,96,204,9,1
124,99,45,-4,32,273,2,1
124,72,54,-9,47,181,2,1
124,39,61,-11,22,255,53,1
124,80,60,-7,62,147,4,1
124,55,50,-7,63,196,68,1
124,65,76,-15,86,332,21,1
124,71,46,-9,41,174,21,1
123,89,53,-4,80,249,8,1
123,96,54,-3,81,223,7,1
123,80,46,-3,51,255,0,1
123,73,49,-3,34,240,12,1
123,51,65,-17,83,252,69,1
123,93,45,-4,17,303,0,1
123,70,61,-9,48,320,2,1
123,82,58,-9,64,332,0,1
123,69,69,-5,49,212,39,1
123,52,72,-8,94,261,7,1
123,16,46,-17,10,333,38,1
123,72,82,-9,69,225,4,1
123,38,44,-15,22,236,64,1
123,65,55,-7,37,212,58,1
123,90,52,-7,36,288,0,1
123,92,45,-5,8,224,0,1
123,66,68,-6,49,257,0,1
123,80,44,-5,52,205,5,1
123,73,48,-8,87,140,57,1
123,59,76,-10,33,189,49,1
123,34,45,-9,21,269,96,1
123,92,51,-3,46,319,1,1
123,54,45,-9,13,244,70,1
123,78,61,-8,85,242,9,1
123,36,30,-9,15,240,81,1
123,68,53,-4,55,298,0,1
123,73,72,-6,62,333,21,1
123,73,54,-6,51,219,1,1
123,13,50,-18,21,401,35,1
122,74,64,-4,36,263,27,1
122,71,70,-5,63,203,0,1
122,56,78,-8,76,232,11,1
122,93,63,-4,97,213,4,1
122,95,40,-6,58,279,0,1
122,97,45,-5,20,217,3,1
122,71,66,-5,48,258,7,1
122,87,55,-4,32,240,0,1
122,87,64,-3,45,185,49,1
122,72,40,-9,48,258,0,1
122,92,85,-4,90,362,2,1
122,65,60,-11,71,201,3,1
122,26,39,-10,18,282,81,1
122,72,36,-10,47,360,2,1
122,51,48,-10,51,242,38,1
122,77,30,-3,9,467,0,1
122,98,71,-7,58,255,3,1
121,9,28,-23,6,158,98,2
121,66,60,-6,29,245,23,1
121,70,54,-9,58,281,10,1
121,66,38,-5,14,299,17,1
121,63,61,-8,90,244,34,1
121,80,96,-5,84,430,0,1
121,38,76,-15,99,224,28,1
121,67,76,-13,91,215,21,1
121,47,56,-8,40,193,45,1
121,19,41,-13,63,246,85,1
121,3,31,-22,14,261,73,1
121,62,88,-9,30,384,0,1
121,73,67,-7,78,218,28,1
121,37,51,-9,20,362,50,1
121,67,60,-7,56,264,62,1
121,39,72,-17,79,187,16,1
121,36,57,-10,9,236,51,1
121,76,61,-9,63,218,14,1
121,95,70,-4,89,192,64,1
120,14,72,-15,7,163,97,2
120,16,77,-17,18,136,85,2
120,21,68,-20,36,181,85,2
120,14,75,-15,25,185,87,2
120,27,82,-13,8,228,75,2
120,23,84,-18,21,136,50,2
120,24,59,-15,5,133,95,2
120,18,61,-18,25,130,95,2
120,26,71,-22,19,192,57,2
120,33,77,-11,56,157,98,2
120,22,63,-15,5,138,93,2
120,15,62,-22,17,147,97,2
120,60,88,-10,79,164,6,2
120,53,75,-4,58,156,88,2
120,27,78,-12,19,123,70,2
120,14,70,-14,36,163,88,2
120,21,69,-16,32,152,85,2
120,29,59,-15,33,137,15,2
120,14,69,-16,8,132,82,2
120,10,68,-23,8,192,43,2
120,8,64,-23,21,165,92,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,31,69,-12,28,129,75,2
120,68,60,-12,15,130,75,2
120,26,42,-7,33,270,92,1
120,85,60,-5,15,203,2,1
120,47,77,-6,34,237,29,1
120,60,52,-5,22,341,3,1
120,91,55,-4,54,224,3,1
120,60,85,-5,84,264,0,1
120,80,71,-5,73,238,22,1
120,92,67,-4,78,212,5,1
120,49,60,-7,9,270,50,1
120,90,52,-5,24,322,0,1
120,76,63,-6,70,251,51,1
120,82,50,-6,54,219,0,1
120,57,51,-7,16,280,4,1
120,48,36,-12,36,414,52,1
120,78,56,-7,97,179,36,1
120,43,51,-10,21,309,18,1
120,30,46,-13,33,355,69,1
120,75,62,-5,56,221,64,1
120,49,75,-10,53,293,2,1
120,56,41,-11,16,311,1,1
120,74,71,-11,87,266,27,1
120,47,46,-10,64,149,51,1
120,59,79,-9,73,206,9,1
120,69,79,-4,22,243,8,1
120,34,82,-16,79,254,14,1
120,32,74,-13,29,193,72,1
120,79,54,-6,48,290,0,1
120,57,61,-12,39,385,9,1
120,93,51,-3,48,264,0,1
120,66,79,-11,87,226,1,1
120,39,62,-12,44,249,23,1
120,83,43,-6,35,455,2,1
119,28,58,-13,25,208,90,2
119,65,32,-6,47,272,50,1
119,82,71,-9,87,291,21,1
119,75,50,-9,51,251,13,1
119,92,70,-4,71,295,0,1
119,26,67,-14,37,147,45,1
119,63,63,-8,49,271,45,1
119,82,88,-10,95,365,13,1
119,91,28,-6,26,270,3,1
119,47,70,-9,76,130,69,1
119,81,85,-5,78,237,12,1
119,64,91,-11,90,331,3,1
119,73,87,-8,63,379,14,1
119,24,75,-15,43,216,83,1
119,83,48,-7,82,394,18,1
119,72,67,-8,83,193,4,1
119,70,67,-8,66,314,42,1
119,58,73,-7,96,259,24,1
119,36,39,-11,31,444,0,1
119,4,47,-22,18,311,95,1
119,63,71,-10,63,222,3,1
119,50,75,-9,34,258,1,1
119,60,83,-14,92,246,18,1
119,76,52,-7,58,171,16,1
119,50,46,-12,53,266,6,1
119,88,72,-9,96,243,20,1
119,53,47,-10,77,174,0,1
119,81,62,-8,58,354,47,1
119,25,54,-12,14,250,52,1
118,43,59,-10,10,122,23,2
118,31,65,-9,61,180,57,1
118,98,85,-4,60,258,25,1
118,84,54,-7,19,310,6,1
118,74,73,-8,96,237,18,1
118,72,78,-6,71,246,13,1
118,84,59,-6,43,237,0,1
118,89,76,-4,72,358,8,1
118,44,48,-15,76,235,0,1
118,73,43,-7,31,241,0,1
118,71,73,-9,85,291,63,1
118,53,67,-11,81,303,9,1
118,39,47,-14,55,241,64,1
118,67,75,-13,70,304,2,1
118,63,76,-8,96,255,46,1
118,82,67,-9,78,629,3,1
118,97,57,-4,57,347,0,1
118,62,65,-9,64,211,20,1
118,82,78,-7,91,358,6,1
118,77,53,-5,30,257,0,1
118,17,43,-11,14,296,42,1
118,73,45,-7,38,228,0,1
117,74,64,-4,79,216,1,1
117,45,82,-10,74,254,54,1
117,65,92,-3,85,294,2,1
117,72,49,-8,15,300,31,1
117,91,50,-5,72,302,0,1
117,49,52,-8,48,173,25,1
117,38,49,-11,71,261,4,1
117,79,40,-3,57,216,2,1
117,85,28,-8,44,559,1,1
117,91,57,-7,84,207,9,1
117,35,72,-11,64,197,20,1
117,77,65,-10,95,242,21,1
117,92,64,-6,87,260,18,1
117,58,30,-7,23,271,0,1
117,65,54,-6,61,180,38,1
117,96,57,-5,98,255,5,1
117,29,58,-13,67,162,65,1
117,78,52,-4,90,236,0,1
117,54,59,-11,59,302,18,1
117,71,66,-9,81,266,3,1
117,73,49,-9,83,236,0,1
117,61,53,-10,53,401,1,1
117,39,68,-16,55,315,7,1
117,62,48,-7,15,241,6,1
117,79,61,-6,91,274,16,1
117,34,65,-12,39,280,49,1
117,18,54,-13,13,343,75,1
117,27,39,-14,17,275,17,1
116,16,36,-17,8,228,96,2
116,18,48,-17,11,132,65,2
116,16,83,-16,38,100,83,2
116,91,57,-5,42,208,6,1
116,74,67,-5,75,201,29,1
116,81,79,-9,86,248,4,1
116,50,58,-7,11,206,20,1
116,33,53,-10,11,526,69,1
116,47,74,-13,89,160,9,1
116,26,67,-11,69,234,61,1
116,87,64,-6,81,243,14,1
116,92,61,-4,96,295,16,1
116,88,74,-6,33,317,0,1
116,87,55,-5,61,303,0,1
116,22,28,-14,18,284,77,1
116,59,68,-7,64,235,1,1
116,83,52,-4,48,331,0,1
116,39,65,-12,60,177,2,1
116,62,80,-13,64,199,2,1
116,81,73,-7,25,232,3,1
116,19,56,-13,12,321,73,1
116,39,69,-11,38,213,49,1
116,62,49,-7,8,269,2,1
116,31,32,-9,18,391,48,1
116,28,44,-18,20,238,46,1
116,67,65,-11,59,254,5,1
115,34,59,-15,29,204,15,2
115,52,63,-11,12,117,83,2
115,64,60,-7,35,223,16,1
115,61,86,-7,93,270,1,1
115,49,73,-11,73,227,26,1
115,48,68,-13,78,250,48,1
115,75,48,-9,42,261,43,1
115,56,81,-5,97,148,16,1
115,74,65,-7,63,458,1,1
115,65,45,-9,70,285,2,1
115,61,37,-7,19,251,1,1
115,31,55,-12,41,218,51,1
115,85,73,-7,74,261,13,1
115,97,60,-6,72,212,0,1
115,55,54,-7,48,237,53,1
115,89,74,-4,96,203,8,1
115,77,68,-6,71,200,11,1
115,70,68,-13,69,237,33,1
115,57,59,-10,47,434,36,1
115,52,65,-14,45,389,0,1
115,78,62,-9,63,252,7,1
115,31,69,-17,56,266,80,1
115,88,66,-4,88,292,18,1
115,39,62,-12,44,196,68,1
115,91,63,-7,81,287,4,1
115,69,57,-11,57,377,60,1
115,71,63,-7,24,210,1,1
115,68,43,-7,51,229,5,1
115,70,73,-8,41,252,0,1
115,73,71,-6,93,242,28,1
115,61,67,-11,67,181,41,1
114,13,59,-18,20,152,52,2
114,79,60,-6,24,217,1,1
114,59,49,-6,19,270,3,1
114,54,81,-13,85,221,18,1
114,71,67,-8,47,248,42,1
114,85,88,-5,54,298,5,1
114,35,50,-14,42,366,9,1
114,89,79,-4,39,247,0,1
114,34,44,-11,8,266,4,1
114,59,63,-11,89,342,10,1
114,71,57,-9,67,333,35,1
114,39,57,-11,57,258,80,1
114,60,88,-11,96,201,28,1
114,89,59,-6,70,312,1,1
114,30,70,-17,23,332,4,1
114,32,50,-13,30,249,10,1
114,46,69,-12,70,312,25,1
114,83,42,-5,61,501,1,1
113,24,94,-16,5,198,8,2
113,12,65,-14,27,106,95,2
113,83,74,-6,82,189,8,1
113,93,56,-10,62,146,1,1
113,81,44,-6,56,241,0,1
113,83,67,-6,70,238,1,1
113,45,37,-10,19,521,4,1
113,31,65,-12,41,303,53,1
113,55,67,-8,29,287,74,1
113,95,65,-7,61,286,1,1
113,63,45,-12,36,233,8,1
113,94,73,-12,92,213,14,1
113,81,64,-8,82,257,16,1
113,95,22,-4,17,176,0,1
113,93,26,-7,28,417,0,1
113,84,71,-8,86,246,16,1
113,25,68,-17,81,310,70,1
113,21,38,-16,21,239,75,1
113,37,47,-5,22,160,25,1
113,28,33,-11,37,165,72,1
112,26,44,-19,29,89,85,2
112,13,73,-16,5,206,89,2
112,26,77,-18,17,219,68,2
112,11,78,-15,58,189,74,2
112,67,91,-3,66,290,0,1
112,80,65,-12,54,251,35,1
112,61,55,-10,64,162,35,1
112,76,49,-6,44,371,0,1
112,44,55,-14,63,187,53,1
112,92,64,-4,53,264,0,1
112,69,50,-7,36,296,19,1
112,30,59,-15,19,278,22,1
112,42,82,-13,52,276,56,1
112,81,65,-5,82,173,0,1
112,31,62,-10,13,241,95,1
112,50,74,-8,66,348,18,1
112,75,42,-11,23,170,1,1
112,59,30,-10,40,364,57,1
112,32,38,-12,12,295,73,1
112,65,81,-7,81,229,35,1
112,68,60,-11,71,258,21,1
112,77,65,-6,38,214,23,1
112,67,50,-6,48,179,5,1
112,65,58,-8,13,286,1,1
112,8,53,-16,31,135,92,1
111,34,81,-17,18,132,63,2
111,54,67,-11,81,162,57,1
111,27,90,-12,74,226,1,1
111,75,67,-9,69,261,8,1
111,66,87,-7,32,269,4,1
111,84,62,-5,26,343,26,1
111,32,65,-9,28,167,21,1
111,69,58,-12,53,298,61,1
111,24,60,-17,47,217,89,1
111,74,60,-11,62,321,44,1
111,68,79,-10,88,349,78,1
111,40,63,-13,73,173,54,1
111,64,62,-7,65,159,21,1
111,53,69,-10,78,156,19,1
111,53,35,-9,47,256,58,1
111,85,64,-8,84,241,22,1
111,86,56,-8,94,418,0,1
111,57,70,-8,71,236,1,1
110,19,71,-16,4,195,80,2
110,5,59,-22,23,124,62,2
110,23,59,-17,26,118,80,2
110,11,46,-20,9,146,83,2
110,17,74,-19,4,153,89,2
110,18,60,-16,40,109,83,2
110,20,58,-22,12,97,4,2
110,11,72,-24,16,182,66,2
110,33,76,-11,8,139,51,2
110,31,74,-17,58,89,72,2
110,21,77,-15,24,175,59,2
110,33,71,-20,19,108,63,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,44,63,-12,26,87,86,2
110,64,59,-10,26,101,0,2
110,41,50,-6,45,182,75,1
110,86,50,-4,24,186,0,1
110,43,54,-12,11,296,0,1
110,86,77,-6,89,173,10,1
110,56,71,-7,23,223,15,1
110,85,78,-4,62,250,5,1
110,53,93,-6,76,215,11,1
110,58,55,-13,46,298,19,1
110,61,66,-10,77,292,6,1
110,89,64,-7,97,199,9,1
110,71,80,-5,85,289,44,1
110,78,65,-5,57,137,14,1
110,46,49,-9,71,208,74,1
110,64,52,-6,66,180,57,1
110,96,43,-4,56,186,0,1
110,47,66,-16,66,238,2,1
110,86,33,-7,38,319,5,1
110,33,63,-9,47,193,74,1
110,31,67,-14,27,353,41,1
110,71,66,-8,63,259,4,1
110,87,31,-6,23,438,0,1
110,76,50,-6,33,287,7,1
110,64,70,-9,65,211,22,1
110,31,40,-10,28,260,34,1
109,84,64,-5,43,221,2,1
109,68,38,-8,29,285,0,1
109,60,82,-9,55,246,13,1
109,85,28,-6,29,318,4,1
109,91,53,-5,49,171,1,1
109,78,70,-8,39,289,9,1
109,59,41,-5,56,204,55,1
109,59,57,-8,36,306,67,1
109,90,43,-5,77,190,41,1
109,58,74,-12,78,260,12,1
109,33,67,-17,49,284,61,1
109,41,81,-9,50,223,11,1
109,78,45,-9,51,252,44,1
109,65,65,-10,72,221,4,1
109,33,56,-16,33,195,47,1
109,88,62,-7,83,242,0,1
109,51,74,-16,90,210,2,1
109,42,35,-8,27,199,30,1
109,50,27,-9,13,266,28,1
109,5,44,-16,31,162,88,1
108,58,74,-9,94,265,19,1
108,38,61,-10,20,259,61,1
108,68,61,-4,47,242,0,1
108,54,86,-9,87,166,58,1
108,57,66,-10,50,240,24,1
108,35,47,-11,28,216,72,1
108,40,49,-8,15,598,49,1
108,55,63,-13,20,299,72,1
108,69,51,-7,42,194,16,1
108,84,72,-5,68,238,26,1
108,87,74,-3,59,225,3,1
108,70,68,-10,93,243,32,1
108,75,62,-6,83,226,41,1
108,44,50,-10,71,169,67,1
108,74,59,-8,29,379,51,1
108,53,91,-9,90,241,50,1
108,72,58,-4,32,236,3,1
108,39,80,-15,74,349,5,1
107,80,82,-4,63,226,3,1
107,79,69,-4,75,206,6,1
107,22,53,-14,33,185,84,1
107,71,85,-6,82,215,1,1
107,79,75,-5,89,221,5,1
107,57,59,-10,95,233,16,1
107,29,55,-13,32,151,49,1
107,66,45,-7,78,287,66,1
107,43,65,-10,65,305,38,1
107,69,69,-8,93,244,17,1
107,69,30,-7,37,315,1,1
107,74,55,-7,90,244,4,1
106,18,64,-20,13,165,70,2
106,68,66,-8,65,258,16,1
106,60,65,-13,91,227,22,1
106,68,63,-6,70,197,16,1
106,58,76,-13,94,310,1,1
106,54,76,-10,96,193,79,1
106,72,82,-10,89,252,8,1
106,52,72,-12,82,288,71,1
106,68,38,-9,65,136,6,1
106,84,70,-5,89,219,0,1
106,27,72,-8,18,227,73,1
106,80,67,-9,76,184,3,1
106,30,35,-12,3,703,16,1
106,82,58,-5,87,256,1,1
106,84,46,-7,71,228,0,1
106,85,54,-6,60,299,7,1
106,67,57,-10,25,305,2,1
106,66,65,-10,45,356,45,1
106,67,56,-7,60,243,2,1
106,73,79,-5,94,200,0,1
105,52,77,-4,39,217,18,1
105,86,56,-6,40,217,1,1
105,66,95,-4,76,284,3,1
105,90,43,-4,60,335,12,1
105,81,55,-5,15,286,2,1
105,36,63,-9,67,245,11,1
105,78,55,-6,81,162,42,1
105,83,35,-5,15,319,0,1
105,32,57,-17,39,254,68,1
105,94,39,-7,27,293,0,1
105,68,28,-9,49,237,0,1
105,91,46,-4,61,258,2,1
105,50,70,-13,68,222,6,1
105,66,75,-6,86,152,19,1
105,38,84,-13,89,268,54,1
105,83,54,-9,56,515,0,1
105,88,66,-5,86,238,2,1
105,47,72,-7,45,206,53,1
105,55,52,-11,52,196,83,1
105,76,73,-5,54,228,13,1
105,73,68,-8,94,281,11,1
105,44,29,-7,45,246,91,1
105,55,75,-7,45,233,46,1
105,67,42,-6,30,316,62,1
105,79,58,-7,91,226,1,1
105,86,64,-7,47,250,23,1
104,30,81,-14,20,154,82,2
104,29,66,-11,30,233,87,1
104,87,73,-6,78,200,4,1
104,59,56,-5,14,268,21,1
104,39,69,-16,72,239,8,1
104,29,71,-16,19,297,31,1
104,72,55,-12,72,435,25,1
104,56,43,-7,28,235,2,1
104,63,67,-7,55,248,0,1
104,37,77,-11,54,164,68,1
104,61,28,-5,8,403,0,1
104,59,66,-8,78,158,62,1
104,88,80,-7,82,281,19,1
104,46,31,-9,32,213,42,1
104,34,65,-12,32,222,37,1
104,97,39,-6,69,314,3,1
104,79,59,-4,96,188,0,1
104,74,66,-10,75,330,11,1
104,54,71,-20,64,93,11,1
104,41,79,-15,39,169,41,1
104,51,38,-15,40,355,1,1
104,86,54,-6,75,177,11,1
104,6,49,-24,6,409,83,1
103,17,90,-18,48,121,19,2
103,64,62,-7,45,247,5,1
103,72,92,-9,76,237,36,1
103,76,45,-5,42,267,2,1
103,81,71,-4,73,257,1,1
103,44,69,-11,44,146,45,1
103,88,76,-9,95,175,36,1
103,90,35,-6,53,256,0,1
103,86,70,-4,89,298,2,1
103,48,40,-8,65,230,35,1
103,69,44,-9,43,446,0,1
103,75,35,-7,32,443,0,1
103,91,57,-4,56,289,8,1
103,13,59,-15,7,202,19,1
103,86,63,-7,73,357,21,1
103,63,48,-7,16,671,39,1
103,69,52,-11,93,229,10,1
103,95,54,-4,78,174,0,1
102,4,60,-21,11,146,91,2
102,14,39,-17,18,163,27,2
102,71,71,-6,54,257,6,1
102,56,78,-7,37,322,74,1
102,35,67,-18,65,267,40,1
102,37,82,-13,29,217,17,1
102,73,48,-5,43,215,3,1
102,65,56,-13,60,269,23,1
102,63,68,-9,48,261,36,1
102,72,50,-9,18,387,1,1
102,44,48,-14,42,148,1,1
102,58,52,-10,34,211,3,1
102,39,48,-11,25,340,23,1
102,33,34,-14,35,305,65,1
101,32,65,-16,14,62,71,2
101,77,56,-9,66,277,1,1
101,88,78,-4,89,265,39,1
101,88,54,-7,75,231,38,1
101,94,54,-7,74,279,40,1
101,83,31,-8,59,207,0,1
101,24,42,-11,30,229,82,1
101,84,60,-13,64,324,4,1
100,16,46,-23,6,146,95,2
100,15,63,-17,14,164,90,2
100,6,72,-17,47,178,94,2
100,7,74,-19,34,175,93,2
100,18,63,-17,12,156,92,2
100,13,82,-15,14,156,70,2
100,12,59,-22,6,195,96,2
100,18,49,-16,27,123,80,2
100,45,66,-12,23,99,69,2
100,61,70,-6,22,189,22,1
100,38,61,-10,52,234,84,1
100,88,62,-3,78,171,7,1
100,29,40,-14,34,182,94,1
100,63,63,-12,87,245,4,1
100,80,71,-6,63,259,1,1
100,45,49,-10,55,254,17,1
100,98,27,-6,40,406,2,1
100,75,56,-13,64,283,61,1
100,83,71,-5,97,243,39,1
100,93,64,-6,76,190,9,1
100,85,58,-5,58,197,11,1
100,63,61,-5,33,241,43,1
100,80,79,-6,27,319,43,1
100,66,67,-8,70,244,0,1
100,78,60,-6,42,256,1,1
100,71,55,-8,30,218,6,1
100,73,39,-8,62,272,0,1
100,68,51,-8,79,185,36,1
100,19,48,-15,6,141,99,1
100,65,53,-9,42,179,29,1
100,57,74,-8,57,209,51,1
100,76,51,-7,35,220,1,1
99,70,69,-6,48,214,22,1
99,87,55,-6,54,234,1,1
99,77,65,-7,68,236,0,1
99,28,43,-12,4,280,73,1
99,26,71,-15,56,177,88,1
99,21,34,-17,29,218,40,1
99,51,60,-11,60,274,20,1
99,67,69,-6,71,255,20,1
99,50,29,-14,44,344,13,1
99,65,59,-9,39,245,22,1
99,29,27,-10,15,244,86,1
99,57,56,-12,58,251,36,1
98,9,62,-21,47,92,99,2
98,59,82,-6,51,209,69,1
98,61,60,-12,89,284,18,1
98,94,62,-5,76,176,3,1
98,91,53,-4,81,178,2,1
98,73,60,-7,29,264,1,1
98,65,69,-8,71,255,29,1
98,94,51,-10,50,394,17,1
98,50,39,-12,29,247,34,1
98,41,85,-12,79,227,22,1
98,56,70,-7,51,183,25,1
98,41,75,-15,24,286,7,1
98,73,67,-7,15,210,4,1
98,54,64,-13,94,181,49,1
98,72,68,-9,57,225,20,1
98,93,42,-5,34,457,41,1
98,68,62,-6,41,190,35,1
98,55,37,-8,11,598,21,1
98,42,52,-13,31,330,58,1
98,58,52,-13,49,366,2,1
98,41,58,-16,53,310,13,1
97,41,66,-13,4,178,93,2
97,18,33,-12,32,126,88,1
97,14,32,-10,8,414,93,1
97,55,74,-9,35,328,51,1
97,78,41,-9,71,199,31,1
97,38,40,-10,28,270,51,1
97,70,62,-10,73,234,1,1
97,55,62,-8,31,270,19,1
97,15,52,-20,21,174,13,1
97,74,57,-6,66,258,6,1
97,69,67,-6,28,186,5,1
96,21,61,-18,6,122,93,2
96,39,57,-6,32,216,37,1
96,65,83,-3,93,234,58,1
96,77,59,-3,33,330,0,1
96,91,56,-2,73,282,2,1
96,70,49,-12,78,236,4,1
96,21,57,-16,49,225,65,1
96,35,51,-9,51,172,67,1
96,90,47,-6,42,215,15,1
96,62,41,-6,23,250,9,1
96,67,45,-9,58,123,9,1
96,31,69,-19,52,144,17,1
96,66,64,-6,33,264,1,1
96,64,59,-10,49,256,9,1
96,60,53,-6,35,305,0,1
96,68,64,-8,47,312,4,1
96,89,63,-6,81,176,5,1
96,32,61,-15,29,209,63,1
96,63,66,-10,84,215,21,1
96,38,54,-7,39,204,52,1
95,29,58,-17,28,90,97,2
95,11,63,-20,12,130,81,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,27,59,-12,12,114,86,2
95,16,72,-8,18,121,49,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,34,81,-17,22,81,96,2
95,45,60,-6,17,263,16,1
95,55,78,-7,44,243,35,1
95,94,33,-3,30,236,1,1
95,43,44,-15,20,275,8,1
95,43,48,-8,65,153,18,1
95,56,57,-7,50,232,10,1
95,73,53,-8,76,140,19,1
95,72,48,-7,56,370,73,1
95,91,92,-2,31,162,3,1
95,84,60,-7,47,240,2,1
95,47,37,-8,49,251,16,1
95,40,54,-11,23,341,70,1
95,41,54,-13,82,185,16,1
95,66,56,-8,96,119,65,1
95,56,79,-10,67,261,45,1
95,26,47,-11,27,232,82,1
95,20,54,-19,23,257,86,1
95,64,30,-8,33,241,0,1
94,20,65,-16,21,150,26,2
94,17,79,-15,51,90,94,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,7,38,-15,6,102,19,2
94,32,48,-11,39,206,37,1
94,75,65,-5,65,267,8,1
94,70,63,-5,53,261,17,1
94,32,47,-10,17,320,62,1
94,13,69,-14,37,138,75,1
94,35,64,-9,20,204,49,1
94,60,81,-10,75,239,12,1
94,52,56,-12,64,289,32,1
94,29,74,-13,44,195,29,1
94,61,64,-13,89,224,25,1
94,45,36,-10,14,271,6,1
94,38,56,-15,60,207,14,1
94,70,83,-3,80,273,11,1
94,9,48,-18,22,256,89,1
94,21,70,-12,72,128,84,1
94,48,31,-9,19,331,14,1
94,77,37,-6,42,248,18,1
94,84,52,-4,46,215,0,1
94,45,49,-12,46,298,15,1
94,56,72,-11,59,250,19,1
93,37,67,-18,73,296,26,1
93,37,48,-8,14,216,74,1
93,48,74,-9,36,285,3,1
93,49,44,-14,63,309,70,1
93,46,45,-11,66,271,30,1
93,46,81,-13,74,191,78,1
93,51,62,-10,69,246,54,1
93,38,49,-12,53,150,83,1
93,93,44,-3,40,203,1,1
93,74,67,-8,77,282,14,1
93,41,67,-12,36,215,65,1
93,57,58,-8,37,235,25,1
93,26,33,-15,42,283,0,1
93,72,53,-10,76,241,13,1
